6619500	3627
145750	11196,24242
12008000	20979,14261
8555500	29078,19379,10741,1282,27615,7762,4738,18180
425500	8313
4853750	19955
4256500	2410
12215000	9363,8637,6672
3404000	22246
2078000	17449,14902,4644
4956000	28675,15315
7927750	26288,3032,12674,20279,26341
9982500	542,20800
10443000	1392,19466,28378
1710500	14780
9706000	11487,19431,23340,29363,12168
3913250	8409,3626,9948,8689,9230,9242
11307500	27711,22359
4195500	12285,15315
5292000	21345,25669,19974
1194750	23103,7037,83,25366,21092,8637,3627
5108000	155,15094,29547,12346
1617250	23284,21919,21533,11329,2217,27791
4054000	24088
567250	27791,6968,9899,24616,7354
12371000	24541,12394,14294
4189500	9165
6099250	11823
2050000	10702
2316250	28662,15065,1390,9657,6621,26288
6458000	1681
7116750	9912,14930,27637
1815750	13998
1971500	27791,21715,14415,7654,26860,25329,7096,3151,19166,24070
5170500	14020
6264750	1415
10302500	6630
452750	21865
9716500	13086
8909750	28270
1579250	24194,9906
12417500	1731,24819,7963
8156500	10999,2198
4423500	24193
2253250	437
6766250	3977,29547,6988,4307
11632250	4819
5034000	7465
8845250	24565,25596,13070,14020
11493000	7868,4694
9079500	25669
8730250	911,8257,12068
65500	5443,5814,28687
832250	26670,29330,28859
4503500	24193
11142000	17407
4376250	19993,16155,15631,12790,21225,18281
12204750	21533
10521000	9472,17920,21315,10225
1561250	14261,8495
7568750	1831
2182750	19643
190500	4281
3977750	1461,25596,17087,17060
10401500	20979,8816,27791
1173500	5848,15661
3226500	11954,6621
3588500	7432,18712,8637,4644
6247250	8171
3148500	16217
11169500	19277,4220
47000	23549
4102750	20585,26843
5655250	14048
3293750	18075
267250	11679,679,13787,18829
6654750	14261
4475750	4281,8689,3719,18805,9671
7445000	18075,16463
9842500	18805,12576
3009000	5627,1507,27117,2033
6205000	27470
1727500	7812,28669,9563
4907500	24196,23622,5086
11794250	27092,22365
5952250	5067
239250	7616,9842
4804500	28465
10696000	1995,14887,24440
5199750	679
3952000	19837,4479
7600250	11176,25570
2704750	5764,3658
232000	7868
415500	554,194
528250	7096
10069500	21400,8978,4571,15322,21838,19973
1189000	28621,16361
4378500	11857,22947
7211250	7061,23656
5754500	11790,143
7810250	8637
7513250	24590
3520000	4499,2999,27927,10702,18829
4852000	7038
6571750	9193
3396250	29077
8353250	7560,3438,7230
8910750	10948,27514,18167,5598,12688
299750	11080
1969000	15887,18002,5987
5011500	11196,22280,27092
4035250	9340,27539,3423,3185,8630
12275500	21930
3795000	12352
2874500	4172,7868
1531250	22442,10247
2103250	13737,7822,12394,24325,13592,5458,14902,6724,22280
2232500	24929,6431,26516
5279750	3228
6233750	10948,3051,18180,3776,4220,10014
11947000	1758,9522,13103,23482
4186500	27092
2797750	3658
9794000	9301
5059000	19102,16668,9195
7450000	14261
2626250	20206
4370750	4078
8523250	1731
9244000	17393,7868
8102000	21110
6412750	14580
1782250	5845,14415,2568
11782250	18002
4852500	911,24541
1074500	9567
11874000	12220
7218000	2421,24669,7096
10312750	24503,6154,3627,23783,20164,12352
7921500	28087
3344750	17748,28177,20579,12078,2421,28463,2771,2042,26614,24196
11601500	6299,12220,6190,11080
9802000	21501,12888
11321750	29547,29330,7997,15390
5780000	23781,539,21092,21071,17214,18515,7037,1461,5157,21979,29224
6897000	23223
3981750	25386,27791,15602,6520
3326250	10866,9389,4163,17232,9479
8702500	29547,7105,24780,617
8017000	22280,27505,23284,3719,15096
4994000	25596
7797000	12754
5336750	25272,24669,21427
981000	11176,27160,12394
10064500	5799,12220
1244250	1691
11535250	22989,16463
6172000	24704
4844000	27396
1492500	11679
3035250	11080
731750	15924
7545250	13891
10628500	25386,2945,14233,6868,27035,7037,8483,28641,28945,20297,24869
7687500	18730
5024500	17748,14265,528,29084,15138,12977
2200750	8630,12674
7854500	7323,14902,2421,11080,20484,12285,19217
1446250	1155,14525
9782000	3151,6724,29364
5491500	21092,9472,14265,25212
4782250	15359,10193
4850000	4731,11605
4153000	9567,27539
620500	26114,7975,18572
7306250	2249
5915250	2367
7149500	2306
10000250	17153
200250	12352,5856
10054250	19660,4667,11159,1079,20297
10976250	1533,12285
11761750	3913
10773000	2257,28124
12028500	13390,15311
5254500	22043,4336,18072,3313
9807250	18905,7868,6096,26699
7143250	26114,19941,2771,12865,29203,1773,15799
1140750	17823,22313,15395,12541
7103000	11080
3963750	13020,7096,23475
5693000	2655
11730000	13390,422,13787,5443
12061000	8628
6150750	18185,26523
11701500	17760,24737
10592000	1335
3054250	11931,29203,14020,3151,9563
1381000	14261,25329,8724,22099
6400000	2452,22371,3536,15065,18712,15258,9567,28270,26737,3313
3719250	17150
10972250	23779
3031750	7323,27198,16406,26288,27501
10653250	21392,26034,4320,619,18891,29203
7435500	24886
5407750	3850,6352
38250	15138,17590
2771250	2513,2963
9288000	2971
3317500	27514,11864,3032,8261
9972250	7963
6848750	7070,4307,22894,264
3573750	11176,25260,15831
7898750	26894,21838
7361250	24541
5968250	26516
2870250	15096,14020
9946250	21865,23241,26619
1793250	21067
2921750	11201,143
434750	27511,16972
5522250	4479
4770500	28975,15315,24196,9165,24869,18075
5654000	528,23861
9121750	25733,18805,5799
4895250	24541,11638,16624,26308,19166
11590500	14821,17512
11440500	4731,16540
2378500	17470,18937
3581250	5848,22126
5440500	11080,5043
4967250	7868
9123500	7080,12168
393250	2891
5906250	143
3216500	20548,18697,8028,21146,26121
6848000	8816
1966250	3228,25260
1104500	14294
5187750	1481
12004000	10452
2688750	28391,19814
2920750	12285,13757,15946,14119,16302,29490,8669
5226500	3627
621500	19973,29099
5078750	25669,554,62,8483,5310,9549,7096
10768750	6672
9592500	18271
835000	13878,21462,5848,14048,16722,8637,7990,9912,207,25642,14020,5845,19632,25215
3723750	3406,14020
4193750	21657
3211250	16110,12431
1074750	21865,14580,10171,12747
563500	16939
3014750	13471
10944750	19673,25372
9069000	28017,9620,19217
11340250	25329,14294
3644250	16406,18843
11564250	25483,14969,6104
12377250	2729,3151,14020,24447,27946,24427,18075,5799,19023,19405
1046250	18196,27791
5220750	28438,8689
7034000	3850,26829
5139250	1731
6497000	20747
6683750	2826,29203
2448250	949
5865750	10268,28177,18296,29331
12027000	21865
417250	12068,21838
3625250	16085,5625,20549
4809750	679
8314250	4834
9179500	11196
4184250	8689,11196,14020
8799750	3252,20826,12018
1181250	29213,23284,8058,16169
6700250	18575,7957
12384250	5458
9628250	23779
266500	9487,255,9486,10282
2882750	4452
8129250	18097,7868,22999,25733
7892000	911
2198750	16550
4658500	18075,25960,21838
1165500	15423
5726500	17244,14470
10774750	27199
9512750	11080,21593,20800,13285,23779,28135
9212500	7150,14596
5239500	14153
1459750	25830
9199500	4081
4257000	11196,27625
8435250	11679,16110,16540,14261
83250	25329
9394500	15018,23781
1688750	19671
5769750	18731
10818500	17855
8243500	4949,14048,18075,11196
8040000	8257,10151,4762,27205,18275,9792,12541
19500	27927,19421,5086,14048,25933,7096
2752000	12243,3032,2042
6694750	20253,24196,26298,14020,12352
1953250	21979,8313,3658,20918
10229250	21593,18289
11747250	17959
711500	26722,11052,17118
8757750	18024
764000	15081,16300
965500	18712,9671
4902250	4709,2323,14360,27111
10261750	21657,18805,14261,14533,17060
6849750	2199,4819,12161,19394
4047000	26737
2132250	14159
10598500	11776
9720000	2771
5899750	12220
8529750	23013,22583
9163000	11482,11080
887750	15019
10619000	12647
5256500	20679,614
2968250	8637
10234000	25570,28975,14020,11524
6874250	2683,24844,28410,8637
2975500	12352,19745,5086,14902,16406
6807250	5529,8630,25372
12388250	1539,28391
1517000	24087
11158000	8637,21657,239,7868,12076
4059500	805,28465,16463
10393750	29265
7163250	22609,19702,18791,9567,17748
2988000	12606,15828,22482
1338750	845
1622500	7522,19381,19179
3363000	25742
10052000	7680,22280,3093
1812000	11196,7868,19814
2033500	11176,12352,28270,16110,8689,11465
8346250	6734,16939
6061250	11176,29203
2480750	22946
3304500	10461,1197,3592,15874,26634,11631,13554,903,22269
4073250	12271
10224750	1481
3310750	15432,25086
8033500	12435,6113,2471,12489
5110750	26114,5590,1004,7096
8385000	7680,9111,1548,8528,3458,23284
746000	3032,12435
599750	10097,9657,18072,20297
4716750	25318
691500	22547,22664,834,12433,19328,21840
11949750	10353,2198,25009,12063
2733500	19824
12234750	949,29465,21632,4510,26614
5440750	970,23206
8096750	21672
3781500	27161
439000	16821,3390,7868,25415,12287
8649250	2826
6003750	15414,3393
2891500	819,8027,14580,255,2257
5697750	23273,476,27791
892500	18741,23403,2669,18805,17446
776750	27401,29084,18388,22043,19829,9991,4329
6571000	12162
10588000	15138
6957500	24898,24417,16722
5642000	10726,7812
282500	12055,3850
6852750	7822
11972750	15631,17972
5143250	27567,14482,29547,6880
8628250	29465,8630
2428500	1396
11711250	1392,21338,6175,24942,20617
2807500	18741
7703750	3626,23304,6398,12394
11984750	993
11503250	504
4215750	23656,17356,14573,4125,4281,9878
11683250	24704,14603,12541
6067750	23698
7184500	7868
9651250	5639
236000	27028,8637
7588000	28975,17470,10329,28653
1324500	2198,10404,10647
4625750	3151,25366,10840
4533750	4324,24514
3149000	9486
9035750	18697,7850,29099,20661
4922750	20701
4963500	21110
5742000	20668,29465,19523
5751500	1392,7004,21094
8072250	14894,23143,27033,19514,11196,526,22,14020
6257000	3740
11283500	10680
10642000	11176,3627,25570
4004500	19686,18281
10063000	21110,10893,14930,22889
848500	7286
9513250	18024,23928
9906500	26298,5185,12394
7699500	14182,11679,23928
8940500	11080,2655
12331000	21758
12154500	13226,17640,17214,7611,7868
5155750	15018,2999,7432,18024,11969
1629250	24196
2823250	25329
8617500	4571,11280
7886000	6880,5094
10578000	18227,29213
11300000	8375,12063
7476250	24907
11612500	18741
5999000	14666,5081,14265
7657250	7997
1528500	18466,5799,23781,18736,22280,21092
1118250	11176,5661,18712,24306
1365000	14580
3742000	7297,21847
69500	2929,17470,6352
252500	23826,23861,15089,14011
12173500	554,3627,15534,15405,28184
4133750	9919,14451,25372,27638,20127
1758250	28463,2764,27791
3010000	13975
8324500	14020
5226250	15907,8689,26416
12239250	12271
2788750	8842,7096
6564500	18730,16406,29095,4949,14902,11790,11612,26576
791500	24831
6780500	4571
12337750	21092,13888
11957000	17242,16818,12977
4880250	27096
5238000	21833,9620,15018,527
1906000	21110,2683,12285,11448
11734000	14490,13084
